Code,Area,Year,Measure,Value,
E12000009,South West,Year ending Dec 2009,Median,"175,000",
E92000001,England,Year ending Dec 2009,Median,"170,000",
W92000044,Wales,Year ending Dec 2009,Median,"132,000",
K04000041,England And Wales,Year ending Dec 2009,Median,"168,473",
E09000001,City of London,Year ending Mar 2010,Median,"424,000",
E09000002,Barking and Dagenham,Year ending Mar 2010,Median,"160,000",
E09000003,Barnet,Year ending Mar 2010,Median,"300,000",
E09000004,Bexley,Year ending Mar 2010,Median,"200,000",
E09000005,Brent,Year ending Mar 2010,Median,"272,000",
E09000006,Bromley,Year ending Mar 2010,Median,"250,000",
E09000007,Camden,Year ending Mar 2010,Median,"425,000",
E09000008,Croydon,Year ending Mar 2010,Median,"205,000",
E09000009,Ealing,Year ending Mar 2010,Median,"270,000",
E09000010,Enfield,Year ending Mar 2010,Median,"227,000",
E09000011,Greenwich,Year ending Mar 2010,Median,"230,000",
E09000012,Hackney,Year ending Mar 2010,Median,"279,000",
E09000013,Hammersmith and Fulham,Year ending Mar 2010,Median,"425,000",
E09000014,Haringey,Year ending Mar 2010,Median,"265,000",
E09000015,Harrow,Year ending Mar 2010,Median,"265,000",
E09000016,Havering,Year ending Mar 2010,Median,"204,000",
E09000017,Hillingdon,Year ending Mar 2010,Median,"232,250",
E09000018,Hounslow,Year ending Mar 2010,Median,"241,950",
E09000019,Islington,Year ending Mar 2010,Median,"350,000",
E09000020,Kensington and Chelsea,Year ending Mar 2010,Median,"700,000",
E09000021,Kingston upon Thames,Year ending Mar 2010,Median,"280,000",
E09000022,Lambeth,Year ending Mar 2010,Median,"285,000",
E09000023,Lewisham,Year ending Mar 2010,Median,"220,000",
E09000024,Merton,Year ending Mar 2010,Median,"260,000",
E09000025,Newham,Year ending Mar 2010,Median,"205,000",
E09000026,Redbridge,Year ending Mar 2010,Median,"235,250",
E09000027,Richmond upon Thames,Year ending Mar 2010,Median,"386,000",
E09000028,Southwark,Year ending Mar 2010,Median,"285,000",
E09000029,Sutton,Year ending Mar 2010,Median,"216,500",
E09000030,Tower Hamlets,Year ending Mar 2010,Median,"297,500",
E09000031,Waltham Forest,Year ending Mar 2010,Median,"219,500",
E09000032,Wandsworth,Year ending Mar 2010,Median,"359,950",
E09000033,Westminster,Year ending Mar 2010,Median,"525,000",
E12000001,North East,Year ending Mar 2010,Median,"121,025",
E12000002,North West,Year ending Mar 2010,Median,"130,000",
E12000003,Yorkshire And The Humber,Year ending Mar 2010,Median,"130,000",
E12000004,East Midlands,Year ending Mar 2010,Median,"136,000",
E12000005,West Midlands,Year ending Mar 2010,Median,"143,000",
E12000006,East of England,Year ending Mar 2010,Median,"179,000",
E12000007,London,Year ending Mar 2010,Median,"265,000",
E12000008,South East,Year ending Mar 2010,Median,"210,000",
E12000009,South West,Year ending Mar 2010,Median,"178,000",
E92000001,England,Year ending Mar 2010,Median,"174,950",
W92000045,Wales,Year ending Mar 2010,Median,"132,000",
K04000042,England And Wales,Year ending Mar 2010,Median,"172,000",
E09000001,City of London,Year ending Jun 2010,Median,"430,000",
E09000002,Barking and Dagenham,Year ending Jun 2010,Median,"162,500",
E09000003,Barnet,Year ending Jun 2010,Median,"308,500",
E09000004,Bexley,Year ending Jun 2010,Median,"205,000",
E09000005,Brent,Year ending Jun 2010,Median,"272,500",
E09000006,Bromley,Year ending Jun 2010,Median,"250,000",
E09000007,Camden,Year ending Jun 2010,Median,"440,000",
E09000008,Croydon,Year ending Jun 2010,Median,"210,000",
E09000009,Ealing,Year ending Jun 2010,Median,"270,000",
E09000010,Enfield,Year ending Jun 2010,Median,"230,000",
E09000011,Greenwich,Year ending Jun 2010,Median,"235,000",
E09000012,Hackney,Year ending Jun 2010,Median,"295,000",
E09000013,Hammersmith and Fulham,Year ending Jun 2010,Median,"447,500",
E09000014,Haringey,Year ending Jun 2010,Median,"275,000",
E09000015,Harrow,Year ending Jun 2010,Median,"274,975",
E09000016,Havering,Year ending Jun 2010,Median,"210,000",
E09000017,Hillingdon,Year ending Jun 2010,Median,"240,000",
E09000018,Hounslow,Year ending Jun 2010,Median,"245,000",
E09000019,Islington,Year ending Jun 2010,Median,"360,000",
E09000020,Kensington and Chelsea,Year ending Jun 2010,Median,"713,000",
E09000021,Kingston upon Thames,Year ending Jun 2010,Median,"285,000",
E09000022,Lambeth,Year ending Jun 2010,Median,"292,000",
E09000023,Lewisham,Year ending Jun 2010,Median,"225,000",
E09000024,Merton,Year ending Jun 2010,Median,"274,950",
E09000025,Newham,Year ending Jun 2010,Median,"210,000",
E09000026,Redbridge,Year ending Jun 2010,Median,"237,000",
E09000027,Richmond upon Thames,Year ending Jun 2010,Median,"395,000",
E09000028,Southwark,Year ending Jun 2010,Median,"293,000",
E09000029,Sutton,Year ending Jun 2010,Median,"221,000",
E09000030,Tower Hamlets,Year ending Jun 2010,Median,"297,000",
E09000031,Waltham Forest,Year ending Jun 2010,Median,"220,000",
E09000032,Wandsworth,Year ending Jun 2010,Median,"365,000",
E09000033,Westminster,Year ending Jun 2010,Median,"540,000",
E12000001,North East,Year ending Jun 2010,Median,"123,000",
E12000002,North West,Year ending Jun 2010,Median,"130,000",
E12000003,Yorkshire And The Humber,Year ending Jun 2010,Median,"135,000",
E12000004,East Midlands,Year ending Jun 2010,Median,"138,000",
E12000005,West Midlands,Year ending Jun 2010,Median,"145,000",
E12000006,East of England,Year ending Jun 2010,Median,"184,995",
E12000007,London,Year ending Jun 2010,Median,"275,000",
E12000008,South East,Year ending Jun 2010,Median,"216,000",
E12000009,South West,Year ending Jun 2010,Median,"183,000",
E92000001,England,Year ending Jun 2010,Median,"175,000",
W92000046,Wales,Year ending Jun 2010,Median,"134,950",
K04000043,England And Wales,Year ending Jun 2010,Median,"175,000",
E09000001,City of London,Year ending Sep 2010,Median,"452,500",
E09000002,Barking and Dagenham,Year ending Sep 2010,Median,"167,000",
E09000003,Barnet,Year ending Sep 2010,Median,"317,000",
E09000004,Bexley,Year ending Sep 2010,Median,"210,000",
E09000005,Brent,Year ending Sep 2010,Median,"280,000",
E09000006,Bromley,Year ending Sep 2010,Median,"270,000",
E09000007,Camden,Year ending Sep 2010,Median,"460,000",
E09000008,Croydon,Year ending Sep 2010,Median,"215,000",
E09000009,Ealing,Year ending Sep 2010,Median,"274,975",
E09000010,Enfield,Year ending Sep 2010,Median,"235,000",
E09000011,Greenwich,Year ending Sep 2010,Median,"240,000",
E09000012,Hackney,Year ending Sep 2010,Median,"294,725",
E09000013,Hammersmith and Fulham,Year ending Sep 2010,Median,"460,000",
E09000014,Haringey,Year ending Sep 2010,Median,"280,000",
E09000015,Harrow,Year ending Sep 2010,Median,"283,000",
E09000016,Havering,Year ending Sep 2010,Median,"218,000",
E09000017,Hillingdon,Year ending Sep 2010,Median,"246,500",
E09000018,Hounslow,Year ending Sep 2010,Median,"248,000",
E09000019,Islington,Year ending Sep 2010,Median,"372,000",
E09000020,Kensington and Chelsea,Year ending Sep 2010,Median,"735,000",
E09000021,Kingston upon Thames,Year ending Sep 2010,Median,"295,000",
E09000022,Lambeth,Year ending Sep 2010,Median,"301,000",
E09000023,Lewisham,Year ending Sep 2010,Median,"228,000",
E09000024,Merton,Year ending Sep 2010,Median,"282,500",
E09000025,Newham,Year ending Sep 2010,Median,"215,000",
E09000026,Redbridge,Year ending Sep 2010,Median,"243,000",
E09000027,Richmond upon Thames,Year ending Sep 2010,Median,"404,000",
E09000028,Southwark,Year ending Sep 2010,Median,"305,000",
E09000029,Sutton,Year ending Sep 2010,Median,"225,000",
E09000030,Tower Hamlets,Year ending Sep 2010,Median,"305,000",
E09000031,Waltham Forest,Year ending Sep 2010,Median,"225,000",
E09000032,Wandsworth,Year ending Sep 2010,Median,"375,000",
E09000033,Westminster,Year ending Sep 2010,Median,"557,750",
E12000001,North East,Year ending Sep 2010,Median,"124,500",
E12000002,North West,Year ending Sep 2010,Median,"131,729",
E12000003,Yorkshire And The Humber,Year ending Sep 2010,Median,"135,000",
E12000004,East Midlands,Year ending Sep 2010,Median,"140,000",
E12000005,West Midlands,Year ending Sep 2010,Median,"147,500",
E12000006,East of England,Year ending Sep 2010,Median,"189,000",
E12000007,London,Year ending Sep 2010,Median,"280,000",
E12000008,South East,Year ending Sep 2010,Median,"222,500",
E12000009,South West,Year ending Sep 2010,Median,"187,000",
E92000001,England,Year ending Sep 2010,Median,"180,000",
W92000047,Wales,Year ending Sep 2010,Median,"135,000",
K04000044,England And Wales,Year ending Sep 2010,Median,"178,000",
E09000001,City of London,Year ending Dec 2010,Median,"450,000",
E09000002,Barking and Dagenham,Year ending Dec 2010,Median,"170,000",
E09000003,Barnet,Year ending Dec 2010,Median,"325,000",
E09000004,Bexley,Year ending Dec 2010,Median,"215,000",
E09000005,Brent,Year ending Dec 2010,Median,"283,000",
E09000006,Bromley,Year ending Dec 2010,Median,"275,000",
E09000007,Camden,Year ending Dec 2010,Median,"478,500",
E09000008,Croydon,Year ending Dec 2010,Median,"220,000",
E09000009,Ealing,Year ending Dec 2010,Median,"279,275",
E09000010,Enfield,Year ending Dec 2010,Median,"241,000",
E09000011,Greenwich,Year ending Dec 2010,Median,"245,000",
E09000012,Hackney,Year ending Dec 2010,Median,"290,500",
E09000013,Hammersmith and Fulham,Year ending Dec 2010,Median,"460,000",
E09000014,Haringey,Year ending Dec 2010,Median,"290,000",
E09000015,Harrow,Year ending Dec 2010,Median,"291,000",
E09000016,Havering,Year ending Dec 2010,Median,"221,000",
E09000017,Hillingdon,Year ending Dec 2010,Median,"249,999",
E09000018,Hounslow,Year ending Dec 2010,Median,"249,950",
E09000019,Islington,Year ending Dec 2010,Median,"387,498",
E09000020,Kensington and Chelsea,Year ending Dec 2010,Median,"750,000",
E09000021,Kingston upon Thames,Year ending Dec 2010,Median,"300,000",
E09000022,Lambeth,Year ending Dec 2010,Median,"302,000",
E09000023,Lewisham,Year ending Dec 2010,Median,"235,000",
E09000024,Merton,Year ending Dec 2010,Median,"289,000",
E09000025,Newham,Year ending Dec 2010,Median,"220,000",
E09000026,Redbridge,Year ending Dec 2010,Median,"250,000",
E09000027,Richmond upon Thames,Year ending Dec 2010,Median,"400,000",
E09000028,Southwark,Year ending Dec 2010,Median,"314,500",
E09000029,Sutton,Year ending Dec 2010,Median,"235,000",
E09000030,Tower Hamlets,Year ending Dec 2010,Median,"305,000",
E09000031,Waltham Forest,Year ending Dec 2010,Median,"230,000",
E09000032,Wandsworth,Year ending Dec 2010,Median,"380,000",
E09000033,Westminster,Year ending Dec 2010,Median,"580,000",
E12000001,North East,Year ending Dec 2010,Median,"122,000",
E12000002,North West,Year ending Dec 2010,Median,"130,000",
E12000003,Yorkshire And The Humber,Year ending Dec 2010,Median,"135,000",
E12000004,East Midlands,Year ending Dec 2010,Median,"139,000",
E12000005,West Midlands,Year ending Dec 2010,Median,"147,000",
E12000006,East of England,Year ending Dec 2010,Median,"195,000",
E12000007,London,Year ending Dec 2010,Median,"287,500",
E12000008,South East,Year ending Dec 2010,Median,"229,000",
E12000009,South West,Year ending Dec 2010,Median,"190,000",
E92000001,England,Year ending Dec 2010,Median,"185,000",
W92000048,Wales,Year ending Dec 2010,Median,"134,973",
K04000045,England And Wales,Year ending Dec 2010,Median,"182,000",
E09000001,City of London,Year ending Mar 2011,Median,"466,250",
E09000002,Barking and Dagenham,Year ending Mar 2011,Median,"171,500",
E09000003,Barnet,Year ending Mar 2011,Median,"327,500",
E09000004,Bexley,Year ending Mar 2011,Median,"214,500",
E09000005,Brent,Year ending Mar 2011,Median,"290,000",
E09000006,Bromley,Year ending Mar 2011,Median,"275,000",
E09000007,Camden,Year ending Mar 2011,Median,"485,000",
E09000008,Croydon,Year ending Mar 2011,Median,"220,000",
E09000009,Ealing,Year ending Mar 2011,Median,"276,500",
E09000010,Enfield,Year ending Mar 2011,Median,"244,000",
E09000011,Greenwich,Year ending Mar 2011,Median,"245,000",
E09000012,Hackney,Year ending Mar 2011,Median,"295,000",
E09000013,Hammersmith and Fulham,Year ending Mar 2011,Median,"455,000",
E09000014,Haringey,Year ending Mar 2011,Median,"295,000",
E09000015,Harrow,Year ending Mar 2011,Median,"295,000",
E09000016,Havering,Year ending Mar 2011,Median,"222,000",
E09000017,Hillingdon,Year ending Mar 2011,Median,"250,000",
E09000018,Hounslow,Year ending Mar 2011,Median,"250,000",
E09000019,Islington,Year ending Mar 2011,Median,"395,000",
E09000020,Kensington and Chelsea,Year ending Mar 2011,Median,"765,000",
E09000021,Kingston upon Thames,Year ending Mar 2011,Median,"300,000",
E09000022,Lambeth,Year ending Mar 2011,Median,"300,000",
E09000023,Lewisham,Year ending Mar 2011,Median,"235,000",
E09000024,Merton,Year ending Mar 2011,Median,"285,000",
E09000025,Newham,Year ending Mar 2011,Median,"220,000",
E09000026,Redbridge,Year ending Mar 2011,Median,"250,000",
E09000027,Richmond upon Thames,Year ending Mar 2011,Median,"400,000",
E09000028,Southwark,Year ending Mar 2011,Median,"318,000",
E09000029,Sutton,Year ending Mar 2011,Median,"235,000",
E09000030,Tower Hamlets,Year ending Mar 2011,Median,"300,000",
E09000031,Waltham Forest,Year ending Mar 2011,Median,"230,000",
E09000032,Wandsworth,Year ending Mar 2011,Median,"380,000",
E09000033,Westminster,Year ending Mar 2011,Median,"585,950",
E12000001,North East,Year ending Mar 2011,Median,"122,000",
E12000002,North West,Year ending Mar 2011,Median,"130,000",
E12000003,Yorkshire And The Humber,Year ending Mar 2011,Median,"134,200",
E12000004,East Midlands,Year ending Mar 2011,Median,"139,000",
E12000005,West Midlands,Year ending Mar 2011,Median,"146,500",
E12000006,East of England,Year ending Mar 2011,Median,"192,000",
E12000007,London,Year ending Mar 2011,Median,"290,000",
E12000008,South East,Year ending Mar 2011,Median,"225,500",
E12000009,South West,Year ending Mar 2011,Median,"190,000",
E92000001,England,Year ending Mar 2011,Median,"183,000",
W92000049,Wales,Year ending Mar 2011,Median,"134,950",
K04000046,England And Wales,Year ending Mar 2011,Median,"180,000",
E09000001,City of London,Year ending Jun 2011,Median,"465,000",
E09000002,Barking and Dagenham,Year ending Jun 2011,Median,"170,000",
E09000003,Barnet,Year ending Jun 2011,Median,"327,250",
E09000004,Bexley,Year ending Jun 2011,Median,"215,000",
E09000005,Brent,Year ending Jun 2011,Median,"295,000",
E09000006,Bromley,Year ending Jun 2011,Median,"275,000",
E09000007,Camden,Year ending Jun 2011,Median,"490,000",
E09000008,Croydon,Year ending Jun 2011,Median,"220,000",
E09000009,Ealing,Year ending Jun 2011,Median,"280,000",
E09000010,Enfield,Year ending Jun 2011,Median,"240,000",
E09000011,Greenwich,Year ending Jun 2011,Median,"247,500",
E09000012,Hackney,Year ending Jun 2011,Median,"290,000",
E09000013,Hammersmith and Fulham,Year ending Jun 2011,Median,"458,850",
E09000014,Haringey,Year ending Jun 2011,Median,"300,000",
E09000015,Harrow,Year ending Jun 2011,Median,"296,000",
E09000016,Havering,Year ending Jun 2011,Median,"220,750",
E09000017,Hillingdon,Year ending Jun 2011,Median,"250,000",
E09000018,Hounslow,Year ending Jun 2011,Median,"250,000",
E09000019,Islington,Year ending Jun 2011,Median,"400,000",
E09000020,Kensington and Chelsea,Year ending Jun 2011,Median,"780,000",
E09000021,Kingston upon Thames,Year ending Jun 2011,Median,"300,000",
E09000022,Lambeth,Year ending Jun 2011,Median,"302,500",
E09000023,Lewisham,Year ending Jun 2011,Median,"234,995",
E09000024,Merton,Year ending Jun 2011,Median,"286,625",
E09000025,Newham,Year ending Jun 2011,Median,"218,000",
E09000026,Redbridge,Year ending Jun 2011,Median,"250,000",
E09000027,Richmond upon Thames,Year ending Jun 2011,Median,"408,250",
E09000028,Southwark,Year ending Jun 2011,Median,"320,000",
E09000029,Sutton,Year ending Jun 2011,Median,"235,000",
E09000030,Tower Hamlets,Year ending Jun 2011,Median,"303,000",
E09000031,Waltham Forest,Year ending Jun 2011,Median,"230,000",
E09000032,Wandsworth,Year ending Jun 2011,Median,"385,000",
E09000033,Westminster,Year ending Jun 2011,Median,"600,000",
E12000001,North East,Year ending Jun 2011,Median,"120,000",
E12000002,North West,Year ending Jun 2011,Median,"129,000",
E12000003,Yorkshire And The Humber,Year ending Jun 2011,Median,"132,000",
E12000004,East Midlands,Year ending Jun 2011,Median,"138,000",
E12000005,West Midlands,Year ending Jun 2011,Median,"145,000",
E12000006,East of England,Year ending Jun 2011,Median,"190,000",
E12000007,London,Year ending Jun 2011,Median,"290,000",
E12000008,South East,Year ending Jun 2011,Median,"225,000",
E12000009,South West,Year ending Jun 2011,Median,"188,000",
E92000001,England,Year ending Jun 2011,Median,"181,000",
W92000050,Wales,Year ending Jun 2011,Median,"132,500",
K04000047,England And Wales,Year ending Jun 2011,Median,"179,950",
E09000001,City of London,Year ending Sep 2011,Median,"455,000",
E09000002,Barking and Dagenham,Year ending Sep 2011,Median,"170,000",
E09000003,Barnet,Year ending Sep 2011,Median,"327,500",
